date,geography,industry,characteristics,estimate
June 2020,Canada,"Mining, quarrying, oil and gas",Labour force,262.39999
June 2020,Canada,Other services,Employment,692.20001
June 2020,Canada,Other services,Labour force,762.79999
June 2020,Canada,"Professional, scientific and technical services",Employment,1488.2
June 2020,Canada,"Professional, scientific and technical services",Labour force,1589.1
June 2020,Canada,Public administration,Employment,996.90002
June 2020,Canada,Public administration,Labour force,1042.5
June 2020,Canada,Real estate and leasing,Employment,327.60001
June 2020,Canada,Real estate and leasing,Labour force,350.39999
June 2020,Canada,"Total, all industries",Employment,17742.301
June 2020,Canada,"Total, all industries",Labour force,20148.9
June 2020,Canada,Trade,Employment,2623.7
June 2020,Canada,Trade,Labour force,2923.1001
June 2020,Canada,Transportation and warehousing,Employment,935.09998
June 2020,Canada,Transportation and warehousing,Labour force,1045.5
June 2020,Canada,Utilities,Employment,139.2
June 2020,Canada,Utilities,Labour force,143
June 2020,Manitoba,Accommodation and food services,Employment,34.700001
June 2020,Manitoba,Accommodation and food services,Labour force,42.099998
June 2020,Manitoba,Agriculture,Employment,26.200001
June 2020,Manitoba,Agriculture,Labour force,26.4
June 2020,Manitoba,"Business, building and other support services",Employment,24.9
June 2020,Manitoba,"Business, building and other support services",Labour force,27.1
June 2020,Manitoba,Construction,Employment,50.299999
June 2020,Manitoba,Construction,Labour force,53.700001
June 2020,Manitoba,Digital Economy,Employment,46
June 2020,Manitoba,Digital Economy,Labour force,48.400002
June 2020,Manitoba,Educational services,Employment,50.299999
June 2020,Manitoba,Educational services,Labour force,54.900002
June 2020,Manitoba,"Finance, insurance,",Employment,24.5
June 2020,Manitoba,"Finance, insurance,",Labour force,25.6
June 2020,Manitoba,"Forestry, fishing,",Employment,1.4
June 2020,Manitoba,"Forestry, fishing,",Labour force,1.5
June 2020,Manitoba,Health care and social assistance,Employment,97.800003
June 2020,Manitoba,Health care and social assistance,Labour force,101.3
June 2020,Manitoba,Information and Communication Technologies,Employment,17
June 2020,Manitoba,Information and Communication Technologies,Labour force,17.9
June 2020,Manitoba,"Information, culture and recreation",Employment,21.4
June 2020,Manitoba,"Information, culture and recreation",Labour force,24.299999
June 2020,Manitoba,Manufacturing,Employment,57.700001
June 2020,Manitoba,Manufacturing,Labour force,62.799999
June 2020,Manitoba,"Mining, quarrying, oil and gas",Employment,4.0999999
June 2020,Manitoba,"Mining, quarrying, oil and gas",Labour force,5.6999998
June 2020,Manitoba,Other services,Employment,28.299999
June 2020,Manitoba,Other services,Labour force,30.5
June 2020,Manitoba,"Professional, scientific and technical services",Employment,31.200001
June 2020,Manitoba,"Professional, scientific and technical services",Labour force,33.299999
June 2020,Manitoba,Public administration,Employment,37.599998
June 2020,Manitoba,Public administration,Labour force,38.799999
June 2020,Manitoba,Real estate and leasing,Employment,9
June 2020,Manitoba,Real estate and leasing,Labour force,9.6999998
June 2020,Manitoba,"Total, all industries",Employment,629.70001
June 2020,Manitoba,"Total, all industries",Labour force,696.90002
June 2020,Manitoba,Trade,Employment,86.599998
June 2020,Manitoba,Trade,Labour force,94.400002
June 2020,Manitoba,Transportation and warehousing,Employment,37.599998
June 2020,Manitoba,Transportation and warehousing,Labour force,41.700001
June 2020,Manitoba,Utilities,Employment,6.1999998
June 2020,Manitoba,Utilities,Labour force,6.1999998
June 2020,New Brunswick,Accommodation and food services,Employment,19.799999
June 2020,New Brunswick,Accommodation and food services,Labour force,24.4
June 2020,New Brunswick,Agriculture,Employment,6.6999998
June 2020,New Brunswick,Agriculture,Labour force,7.5999999
June 2020,New Brunswick,"Business, building and other support services",Employment,16.5
June 2020,New Brunswick,"Business, building and other support services",Labour force,17.6
June 2020,New Brunswick,Construction,Employment,27.700001
June 2020,New Brunswick,Construction,Labour force,31.9
June 2020,New Brunswick,Digital Economy,Employment,24.5
June 2020,New Brunswick,Digital Economy,Labour force,26.6
June 2020,New Brunswick,Educational services,Employment,28.200001
June 2020,New Brunswick,Educational services,Labour force,30.200001
June 2020,New Brunswick,"Finance, insurance,",Employment,13.6
June 2020,New Brunswick,"Finance, insurance,",Labour force,13.9
June 2020,New Brunswick,"Forestry, fishing,",Employment,9.6000004
June 2020,New Brunswick,"Forestry, fishing,",Labour force,10.5
June 2020,New Brunswick,Health care and social assistance,Employment,61.099998
June 2020,New Brunswick,Health care and social assistance,Labour force,62.299999
June 2020,New Brunswick,Information and Communication Technologies,Employment,9.8000002
June 2020,New Brunswick,Information and Communication Technologies,Labour force,10
June 2020,New Brunswick,"Information, culture and recreation",Employment,11.4
June 2020,New Brunswick,"Information, culture and recreation",Labour force,12.6
June 2020,New Brunswick,Manufacturing,Employment,32.5
June 2020,New Brunswick,Manufacturing,Labour force,34.200001
June 2020,New Brunswick,"Mining, quarrying, oil and gas",Employment,2
June 2020,New Brunswick,"Mining, quarrying, oil and gas",Labour force,2.8
June 2020,New Brunswick,Other services,Employment,14.2
June 2020,New Brunswick,Other services,Labour force,15.3
June 2020,New Brunswick,"Professional, scientific and technical services",Employment,17.799999
June 2020,New Brunswick,"Professional, scientific and technical services",Labour force,19.1
June 2020,New Brunswick,Public administration,Employment,28
June 2020,New Brunswick,Public administration,Labour force,29.1
June 2020,New Brunswick,Real estate and leasing,Employment,3.7
June 2020,New Brunswick,Real estate and leasing,Labour force,3.7
June 2020,New Brunswick,"Total, all industries",Employment,371.70001
June 2020,New Brunswick,"Total, all industries",Labour force,408.89999
June 2020,New Brunswick,Trade,Employment,59.200001
June 2020,New Brunswick,Trade,Labour force,65.5
June 2020,New Brunswick,Transportation and warehousing,Employment,16.200001
June 2020,New Brunswick,Transportation and warehousing,Labour force,17.6
June 2020,New Brunswick,Utilities,Employment,3.5
June 2020,New Brunswick,Utilities,Labour force,3.7
June 2020,Newfoundland and Labrador,Accommodation and food services,Employment,17.200001
June 2020,Newfoundland and Labrador,Accommodation and food services,Labour force,20.9
June 2020,Newfoundland and Labrador,Agriculture,Employment,2
June 2020,Newfoundland and Labrador,Agriculture,Labour force,2
June 2020,Newfoundland and Labrador,"Business, building and other support services",Employment,7.1999998
June 2020,Newfoundland and Labrador,"Business, building and other support services",Labour force,8.6000004
June 2020,Newfoundland and Labrador,Construction,Employment,15.3
June 2020,Newfoundland and Labrador,Construction,Labour force,21
June 2020,Newfoundland and Labrador,Digital Economy,Employment,14.9
June 2020,Newfoundland and Labrador,Digital Economy,Labour force,17.1
June 2020,Newfoundland and Labrador,Educational services,Employment,14.5
June 2020,Newfoundland and Labrador,Educational services,Labour force,16.700001
June 2020,Newfoundland and Labrador,"Finance, insurance,",Employment,5.0999999
June 2020,Newfoundland and Labrador,"Finance, insurance,",Labour force,5.0999999
June 2020,Newfoundland and Labrador,"Forestry, fishing,",Employment,5.5999999
June 2020,Newfoundland and Labrador,"Forestry, fishing,",Labour force,6.0999999
June 2020,Newfoundland and Labrador,Health care and social assistance,Employment,37.599998
June 2020,Newfoundland and Labrador,Health care and social assistance,Labour force,38.700001
June 2020,Newfoundland and Labrador,Information and Communication Technologies,Employment,5.6999998
June 2020,Newfoundland and Labrador,Information and Communication Technologies,Labour force,6.5999999
June 2020,Newfoundland and Labrador,"Information, culture and recreation",Employment,5.1999998
June 2020,Newfoundland and Labrador,"Information, culture and recreation",Labour force,9.8000002
June 2020,Newfoundland and Labrador,Manufacturing,Employment,9.8999996
June 2020,Newfoundland and Labrador,Manufacturing,Labour force,10.4
June 2020,Newfoundland and Labrador,"Mining, quarrying, oil and gas",Employment,8.1000004
June 2020,Newfoundland and Labrador,"Mining, quarrying, oil and gas",Labour force,10.9
June 2020,Newfoundland and Labrador,Other services,Employment,10.6
June 2020,Newfoundland and Labrador,Other services,Labour force,11.4
June 2020,Newfoundland and Labrador,"Professional, scientific and technical services",Employment,9.6999998
June 2020,Newfoundland and Labrador,"Professional, scientific and technical services",Labour force,10.8
June 2020,Newfoundland and Labrador,Public administration,Employment,16.200001
June 2020,Newfoundland and Labrador,Public administration,Labour force,18.1
June 2020,Newfoundland and Labrador,Real estate and leasing,Employment,2.3
June 2020,Newfoundland and Labrador,Real estate and leasing,Labour force,2.3
June 2020,Newfoundland and Labrador,"Total, all industries",Employment,211.89999
June 2020,Newfoundland and Labrador,"Total, all industries",Labour force,251.7
June 2020,Newfoundland and Labrador,Trade,Employment,34.900002
June 2020,Newfoundland and Labrador,Trade,Labour force,37.400002
June 2020,Newfoundland and Labrador,Transportation and warehousing,Employment,8.3999996
June 2020,Newfoundland and Labrador,Transportation and warehousing,Labour force,10.3
June 2020,Newfoundland and Labrador,Utilities,Employment,2.4000001
June 2020,Newfoundland and Labrador,Utilities,Labour force,2.8
June 2020,Nova Scotia,Accommodation and food services,Employment,29.200001
June 2020,Nova Scotia,Accommodation and food services,Labour force,35.5
June 2020,Nova Scotia,Agriculture,Employment,6.4000001
June 2020,Nova Scotia,Agriculture,Labour force,7.0999999
June 2020,Nova Scotia,"Business, building and other support services",Employment,17.1
June 2020,Nova Scotia,"Business, building and other support services",Labour force,19
June 2020,Nova Scotia,Construction,Employment,33
June 2020,Nova Scotia,Construction,Labour force,38.400002
June 2020,Nova Scotia,Digital Economy,Employment,39.099998
June 2020,Nova Scotia,Digital Economy,Labour force,42.400002
June 2020,Nova Scotia,Educational services,Employment,34.799999
June 2020,Nova Scotia,Educational services,Labour force,37.200001
June 2020,Nova Scotia,"Finance, insurance,",Employment,14.2
June 2020,Nova Scotia,"Finance, insurance,",Labour force,15
June 2020,Nova Scotia,"Forestry, fishing,",Employment,9.1999998
June 2020,Nova Scotia,"Forestry, fishing,",Labour force,10.7
June 2020,Nova Scotia,Health care and social assistance,Employment,73.599998
June 2020,Nova Scotia,Health care and social assistance,Labour force,76.800003
June 2020,Nova Scotia,Information and Communication Technologies,Employment,19.799999
June 2020,Nova Scotia,Information and Communication Technologies,Labour force,21.200001
June 2020,Nova Scotia,"Information, culture and recreation",Employment,16.4
June 2020,Nova Scotia,"Information, culture and recreation",Labour force,19
June 2020,Nova Scotia,Manufacturing,Employment,32.700001
June 2020,Nova Scotia,Manufacturing,Labour force,34.5
June 2020,Nova Scotia,"Mining, quarrying, oil and gas",Employment,3.9000001
June 2020,Nova Scotia,"Mining, quarrying, oil and gas",Labour force,4.0999999
June 2020,Nova Scotia,Other services,Employment,14.5
June 2020,Nova Scotia,Other services,Labour force,17.200001
