date,geography,occupation,characteristics,estimate
November 2019,Manitoba,2174 Computer programmers and interactive media developers,Employment,2.9000001
November 2019,Manitoba,2174 Computer programmers and interactive media developers,Labour force,3.2
November 2019,Manitoba,2175 Web designers and developers,Employment,0
November 2019,Manitoba,2175 Web designers and developers,Labour force,0
November 2019,Manitoba,2241 Electrical and electronics engineering technologists and technicians,Employment,1.3
November 2019,Manitoba,2241 Electrical and electronics engineering technologists and technicians,Labour force,1.3
November 2019,Manitoba,2281 Computer network technicians,Employment,1.5
November 2019,Manitoba,2281 Computer network technicians,Labour force,1.7
November 2019,Manitoba,2282 User support technicians,Employment,2.2
November 2019,Manitoba,2282 User support technicians,Labour force,2.2
November 2019,Manitoba,2283 Information systems testing technicians,Employment,0
November 2019,Manitoba,2283 Information systems testing technicians,Labour force,0
November 2019,Manitoba,4163 Business development officers and marketing researchers and consultants,Employment,.80000001
November 2019,Manitoba,4163 Business development officers and marketing researchers and consultants,Labour force,.80000001
November 2019,Manitoba,5223 Graphic arts technicians,Employment,
November 2019,Manitoba,5223 Graphic arts technicians,Labour force,
November 2019,Manitoba,5224 Broadcast technicians,Employment,
November 2019,Manitoba,5224 Broadcast technicians,Labour force,
November 2019,Manitoba,5241 Graphic designers and illustrators,Employment,1.6
November 2019,Manitoba,5241 Graphic designers and illustrators,Labour force,1.6
November 2019,Manitoba,7241 Electricians (except industrial and power system),Employment,4
November 2019,Manitoba,7241 Electricians (except industrial and power system),Labour force,4
November 2019,Manitoba,7242 Industrial electricians,Employment,.89999998
November 2019,Manitoba,7242 Industrial electricians,Labour force,.89999998
November 2019,Manitoba,7243 Power system electricians,Employment,0
November 2019,Manitoba,7243 Power system electricians,Labour force,0
November 2019,Manitoba,7244 Electrical power line and cable workers,Employment,.60000002
November 2019,Manitoba,7244 Electrical power line and cable workers,Labour force,.60000002
November 2019,Manitoba,7245 Telecommunications line and cable workers,Employment,0
November 2019,Manitoba,7245 Telecommunications line and cable workers,Labour force,0
November 2019,Manitoba,7246 Telecommunications installation and repair workers,Employment,1
November 2019,Manitoba,7246 Telecommunications installation and repair workers,Labour force,1
November 2019,Manitoba,7247 Cable television service and maintenance technicians,Employment,
November 2019,Manitoba,7247 Cable television service and maintenance technicians,Labour force,
November 2019,New Brunswick,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",Employment,
November 2019,New Brunswick,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",Labour force,
November 2019,New Brunswick,0211 Engineering managers,Employment,.69999999
November 2019,New Brunswick,0211 Engineering managers,Labour force,.69999999
November 2019,New Brunswick,0213 Computer and information systems managers,Employment,0
November 2019,New Brunswick,0213 Computer and information systems managers,Labour force,0
November 2019,New Brunswick,0601 Corporate sales managers,Employment,0
November 2019,New Brunswick,0601 Corporate sales managers,Labour force,0
November 2019,New Brunswick,"1123 Professional occupations in advertising, marketing and public relations",Employment,2.2
November 2019,New Brunswick,"1123 Professional occupations in advertising, marketing and public relations",Labour force,2.2
November 2019,New Brunswick,1253 Records management technicians,Employment,0
November 2019,New Brunswick,1253 Records management technicians,Labour force,0
November 2019,New Brunswick,2133 Electrical and electronics engineers,Employment,
November 2019,New Brunswick,2133 Electrical and electronics engineers,Labour force,
November 2019,New Brunswick,2147 Computer engineers (except software engineers and designers),Employment,
November 2019,New Brunswick,2147 Computer engineers (except software engineers and designers),Labour force,0
November 2019,New Brunswick,"2148 Other professional engineers, n.e.c.",Employment,1.2
November 2019,New Brunswick,"2148 Other professional engineers, n.e.c.",Labour force,1.2
November 2019,New Brunswick,"2161 Mathematicians, statisticians and actuaries",Employment,0
November 2019,New Brunswick,"2161 Mathematicians, statisticians and actuaries",Labour force,0
November 2019,New Brunswick,2171 Information systems analysts and consultants,Employment,3.5999999
November 2019,New Brunswick,2171 Information systems analysts and consultants,Labour force,3.7
November 2019,New Brunswick,2172 Database analysts and data administrators,Employment,0
November 2019,New Brunswick,2172 Database analysts and data administrators,Labour force,0
November 2019,New Brunswick,2173 Software engineers and designers,Employment,.80000001
November 2019,New Brunswick,2173 Software engineers and designers,Labour force,.80000001
November 2019,New Brunswick,2174 Computer programmers and interactive media developers,Employment,1.8
November 2019,New Brunswick,2174 Computer programmers and interactive media developers,Labour force,1.8
November 2019,New Brunswick,2175 Web designers and developers,Employment,1
November 2019,New Brunswick,2175 Web designers and developers,Labour force,1
November 2019,New Brunswick,2241 Electrical and electronics engineering technologists and technicians,Employment,0
November 2019,New Brunswick,2241 Electrical and electronics engineering technologists and technicians,Labour force,0
November 2019,New Brunswick,2281 Computer network technicians,Employment,1.4
November 2019,New Brunswick,2281 Computer network technicians,Labour force,1.4
November 2019,New Brunswick,2282 User support technicians,Employment,1.9
November 2019,New Brunswick,2282 User support technicians,Labour force,1.9
November 2019,New Brunswick,2283 Information systems testing technicians,Employment,0
November 2019,New Brunswick,2283 Information systems testing technicians,Labour force,0
November 2019,New Brunswick,4163 Business development officers and marketing researchers and consultants,Employment,.60000002
November 2019,New Brunswick,4163 Business development officers and marketing researchers and consultants,Labour force,.60000002
November 2019,New Brunswick,5223 Graphic arts technicians,Employment,
November 2019,New Brunswick,5223 Graphic arts technicians,Labour force,
November 2019,New Brunswick,5224 Broadcast technicians,Employment,
November 2019,New Brunswick,5224 Broadcast technicians,Labour force,
November 2019,New Brunswick,5241 Graphic designers and illustrators,Employment,0
November 2019,New Brunswick,5241 Graphic designers and illustrators,Labour force,0
November 2019,New Brunswick,7241 Electricians (except industrial and power system),Employment,1.3
November 2019,New Brunswick,7241 Electricians (except industrial and power system),Labour force,1.4
November 2019,New Brunswick,7242 Industrial electricians,Employment,0
November 2019,New Brunswick,7242 Industrial electricians,Labour force,0
November 2019,New Brunswick,7243 Power system electricians,Employment,0
November 2019,New Brunswick,7243 Power system electricians,Labour force,0
November 2019,New Brunswick,7244 Electrical power line and cable workers,Employment,0
November 2019,New Brunswick,7244 Electrical power line and cable workers,Labour force,0
November 2019,New Brunswick,7245 Telecommunications line and cable workers,Employment,
November 2019,New Brunswick,7245 Telecommunications line and cable workers,Labour force,
November 2019,New Brunswick,7246 Telecommunications installation and repair workers,Employment,.60000002
November 2019,New Brunswick,7246 Telecommunications installation and repair workers,Labour force,.60000002
November 2019,New Brunswick,7247 Cable television service and maintenance technicians,Employment,0
November 2019,New Brunswick,7247 Cable television service and maintenance technicians,Labour force,0
